goodsName,shopName,shopAge,shopPlace,shopMiaoshu,shopWuliu,shopFuwu,age,price,monthly_sales,productDescription,圆领,韩版,印花,纯色,无袖,中腰,中长裙,雪纺,短裙,修身,宽松,黑色,中裙,高腰,中长款,蕾丝,白色,甜美,长裙,显瘦,V领,条纹,镂空,大摆,欧美,褶皱,红色,荷叶边,蓝色,淑女,桑蚕丝,一步裙,绣花,粉色,长袖,碎花
JUZUI/玖姿旗舰店高端2016女秋装新款复古印花修身长袖连衣裙,玖姿官方旗舰店,5,嘉兴,4.9,4.9,4.9,25-29,2580.0,286,"
廓形: H型
材质成分: 聚酯纤维98.4% 聚氨酯弹性纤维(氨纶)1.6%
销售渠道类型: 商场同款(线上线下都销售)
货号: JWUD50033
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 九分袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 拉链
裙型: 其他
品牌: 玖姿
适用年龄: 25-29周岁
年份季节: 2015年冬季
颜色分类: 花湖蓝
尺码: 2/S 3/M 4/L 5/XL 6/XXL 7/XXXL

",1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016夏装新款韩版修身显瘦时尚气质印花钉珠短袖蕾丝百褶连衣裙夏,听香流水旗舰店,5,杭州,4.8,4.7,4.7,30-34,228.0,286,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: TXLS910-
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 百褶裙
图案: 花色
流行元素/工艺: 褶皱 勾花镂空 拼接 立体装饰 不对称 钉珠 纱网 拉链 印花
品牌: 听香流水
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 粉色 绿色
尺码: M L XL XXL 3XL

",1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
少女运动休闲连衣裙2016夏中长款修身翻领POLO衫裙子学生网球裙棉,江南丝路旗舰店,3,杭州,4.8,4.8,4.8,18-24,129.0,286,"
廓形: A型
材质成分: 棉100%
货号: JNSL16B16252
风格: 甜美
甜美: 学院
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: POLO领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 贴布 绣花 拼接
品牌: 江南丝路
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 蓝色 藏青
尺码: S M L XL XXL

",0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
夏季波西米亚沙滩裙海边度假裙宽松女中长款大码雪纺印花连衣裙子,木子非衣旗舰店,0,广州,4.8,4.7,4.7,18-24,89.0,286,"
廓形: A型
材质成分: 聚酯纤维95.3% 聚对苯二甲酸乙二酯(涤纶)4.7%
销售渠道类型: 纯电商(只在线上销售)
货号: X14
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 无袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 大摆型
图案: 花色
流行元素/工艺: 印花
品牌: 木子非衣
面料: 雪纺
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 橘色 黄色
尺码: S L

",0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
杰欧斯琳 2016夏新款圆领条纹吊带系腰无袖长款连衣裙女SLA6B2785,杰欧斯琳旗舰店,6,嘉兴,4.8,4.8,4.8,25-29,188.0,286,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: SLA6B2785
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 系带 绑带 印花
品牌: JOY＆CELINE/杰欧斯琳
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色 白色 红色
尺码: 155/S 160/M 165/L 170/XL

",1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
聚 2016夏新款 cachecache 性感蕾丝流苏下摆连衣裙 3317004201,cachecache旗舰店,4,上海,4.8,4.7,4.7,18-24,159.9,285,"
材质成分: 聚酯纤维100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 3317004201
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 纯色
品牌: cache
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色201
尺码: 155/80A/XS 160/84A/S 165/88A/M 170/92A/L 175/96A/XL

",1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016夏装新款韩版女装气质淑女a字雪纺连衣裙沙滩长裙夏中长款,underback服饰旗舰店,4,杭州,4.8,4.8,4.8,30-34,188.0,285,"
材质成分: 聚酯纤维100%
货号: ad16b7671q
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
品牌: UNDERBACK/爱点·梵梦
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 灰色 粉色 藏青色
尺码: M L XL XXL

",1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
棉麻连衣裙夏短袖韩版胖mm大码女装宽松休闲中长款文艺格子a字裙,念曼旗舰店,0,杭州,4.8,4.8,4.8,18-24,159.0,285,"
廓形: A型
材质成分: 亚麻52.9% 棉47.1%
销售渠道类型: 纯电商(只在线上销售)
货号: NM16B081
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 格子
流行元素/工艺: 褶皱 口袋 印花
品牌: 念曼
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色格子 咖啡色格子
尺码: M L XL

",1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
度假小姐波西米亚沙滩裙无袖长裙夏吊带显瘦A字裙连衣裙夏海滩裙,holidaylady旗舰店,5,佛山,4.8,4.8,4.8,25-29,128.9,285,"
材质成分: 聚酯纤维100%
货号: H6051#Q1034
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 吊带
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 松紧腰
衣门襟: 套头
裙型: A字裙
图案: 抽象图案
流行元素/工艺: 印花
品牌: Holiday Lady/度假小姐
适用年龄: 25-29周岁
年份季节: 2015年夏季
颜色分类: 波普艺术（Q1034）
尺码: S M L

",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
歌瑞拉连衣裙女夏短袖2016新款潮 韩版a字裙子休闲条纹大码中裙,geruila歌瑞拉旗舰店,3,杭州,4.8,4.7,4.7,25-29,119.0,285,"
廓形: A型
材质成分: 棉66.3% 粘胶纤维(粘纤)33.7%
销售渠道类型: 纯电商(只在线上销售)
货号: 6D6281L157
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 五分袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 其他
流行元素/工艺: 口袋 扎染
品牌: 歌瑞拉
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色 蓝色
尺码: M L XL

",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2016夏季文艺民族风无袖大码雪纺连衣裙波西米亚海边度假沙滩长裙,爱情巴士旗舰店,0,杭州,4.8,4.8,4.8,25-29,149.0,285,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: AQ16A266
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 花色
品牌: Love Bus/爱情巴士
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 图片色
尺码: S M L XL XXL

",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
改良旗袍连衣裙中长款夏2016新款修身显瘦简约雪纺棉麻绣花亚麻裙,茜珞莱旗舰店,5,杭州,4.8,4.7,4.7,25-29,138.0,285,"
廓形: A型
材质成分: 聚酯纤维75% 亚麻25%
销售渠道类型: 纯电商(只在线上销售)
货号: X16LY2884
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 花色
流行元素/工艺: 拼接 印花
品牌: 茜珞莱
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 浅蓝色
尺码: M L XL

",1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
小清新夏装少女韩版短袖露肩连衣裙初中高中学生甜美收腰棉质裙子,哈柔旗舰店,0,广州,4.8,4.7,4.7,18-24,76.0,285,"
廓形: A型
材质成分: 棉75% 聚酯纤维25%
货号: LJW16B139
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 插肩袖
腰型: 松紧腰
衣门襟: 套头
裙型: A字裙
图案: 碎花
流行元素/工艺: 印花
品牌: 哈柔
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 树叶花 小菊花 蒲公英
尺码: S M L XL

",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
夏天雪纺碎花大码显瘦吊带连衣裙波西米亚海边渡假长裙胖沙滩裙仙,丝静旗舰店,4,南京,4.7,4.7,4.7,18-24,99.0,285,"
材质成分: 聚酯纤维100%
货号: SJ201603022005
风格: 甜美
甜美: 波西米亚
组合形式: 三件套
裙长: 长裙
款式: 吊带
袖长: 无袖
领型: 圆领
腰型: 宽松腰
衣门襟: 套头
裙型: 不规则裙
图案: 碎花
流行元素/工艺: 印花
品牌: 丝静
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 油画风情模特同款套餐 红梅风情模特同款套餐 绝美宝蓝模特同款套餐 绝美玫红模特同款套餐 油画风情 红梅风情 绝美宝蓝 绝美玫红
尺码: S M L XL

",1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
春夏新款蝴蝶结休闲双口袋黑白撞色拼接短袖娃娃领修身连衣裙,漫兰秀服饰旗舰店,6,上海,4.9,4.8,4.8,18-24,129.0,285,"
材质成分: 聚酯纤维95% 聚氨酯弹性纤维(氨纶)5%
销售渠道类型: 纯电商(只在线上销售)
货号: CX16LQ66
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: 方领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
流行元素/工艺: 蝴蝶结 贴布 拼接
品牌: Manlanshow/漫兰秀
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 夏款黑粉相拼 夏款黑白相拼
尺码: S M L XL XXL

",0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
假两件真丝连衣裙秋季女装2016夏装新款中袖大码桑蚕丝中长款裙子,漫丽依旗舰店,0,杭州,4.8,4.8,4.8,25-29,398.0,284,"
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: XM2698
风格: 通勤
通勤: OL风格
组合形式: 假两件
裙长: 中裙
款式: 其他/other
袖长: 七分袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
流行元素/工艺: 褶皱 纽扣
品牌: 漫·丽·依
面料: 双绉
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色 黑色
尺码: S M L XL 2XL 3XL 4XL

",1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
兰佩2016新款女装两件套碎花宽松中长款香云纱桑蚕丝真丝连衣裙夏,兰佩服饰旗舰店,6,杭州,4.8,4.8,4.8,30-34,399.0,284,"
廓形: A型
材质成分: 桑蚕丝100%
销售渠道类型: 纯电商(只在线上销售)
货号: L16BMR9918
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中长裙
款式: 其他/other
袖长: 七分袖
领型: 圆领
袖型: 蝙蝠袖
腰型: 宽松腰
衣门襟: 套头
裙型: 不规则裙
图案: 花色
流行元素/工艺: 抽褶 褶皱 拼接 印花
品牌: 兰佩
面料: 双绉
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 图片色
尺码: M L XL XXL

",1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2016女装新款潮胖mm夏装夏季雪纺裙子大码中长款沙滩长裙连衣裙仙,九美雪狐旗舰店,3,北京,4.9,4.8,4.8,25-29,259.0,284,"
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: JMXHLYQ023
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 长裙
款式: 裹胸
袖长: 长袖
领型: V领
袖型: 喇叭袖
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
品牌: 九美雪狐
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色 红色 白色 玫红色
尺码: S XL L M XXL

",0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
贝瑞英格春夏新品女装中长款修身短袖复古蕾丝连衣裙夏蕾丝裙,birryshop旗舰店,6,大连,4.8,4.8,4.8,30-34,239.0,284,"
廓形: A型
材质成分: 棉63% 聚酰胺纤维(锦纶)37%
货号: 21345009
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
款式: 裹胸
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 拉链
裙型: 一步裙
图案: 纯色
流行元素/工艺: 勾花镂空 蕾丝
品牌: BIRRYSHOP/贝瑞英格
面料: 蕾丝
适用年龄: 30-34周岁
年份季节: 2015年春季
颜色分类: 浅蓝色 中国红 白色 裸粉色 兰花紫 酒红色 绿色 水鸭蓝 黄色 黑色
尺码: XS S M L XL XXL

",1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
50路2016夏装新款女装潮中长款蕾丝连衣裙女夏季宽松显瘦无袖裙子,50路旗舰店,0,杭州,4.8,4.7,4.7,25-29,91.0,284,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: LU16XQ1711
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 公主裙
图案: 纯色
流行元素/工艺: 镂空 勾花镂空 拼接
品牌: 50路
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 白色 黑色
尺码: M L XL

",1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
浣纱溪2016夏装新款韩版胖mm宽松牛仔连衣裙女休闲大码a字裙子潮,浣纱溪旗舰店,5,深圳,4.8,4.8,4.8,25-29,169.0,284,"
材质成分: 棉100%
销售渠道类型: 纯电商(只在线上销售)
货号: hsx72228
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 其他
图案: 碎花
流行元素/工艺: 口袋 拉链 3D
品牌: 浣纱溪
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 牛仔蓝 大碎花 小碎花
尺码: S M L XL XXL 3XL 4XL

",1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
拉夏贝尔拉贝缇2016夏新款爱丽丝卡通印花直筒短款连衣裙60004509,拉夏贝尔官方旗舰,3,上海,4.8,4.7,4.7,18-24,97.0,284,"
材质成分: 棉100%
销售渠道类型: 商场同款(线上线下都销售)
货号: 60004509
风格: 街头
街头: 运动休闲
组合形式: 单件
裙长: 短裙
袖长: 短袖
领型: 圆领
袖型: 常规
衣门襟: 套头
裙型: 其他
图案: 卡通动漫
流行元素/工艺: 印花
品牌: La Babite
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色 夹花灰
尺码: S M L

",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
玛玛绨2016夏季新款欧美时尚亮片休闲直筒连衣裙宽松中长T恤裙女,maxmartin玛玛绨旗舰店,4,深圳,4.8,4.8,4.8,25-29,159.0,283,"
廓形: H型
材质成分: 棉94.4% 聚氨酯弹性纤维(氨纶)5.6%
销售渠道类型: 天猫独家(只在天猫销售)
货号: M60939D52
风格: 街头
街头: 朋克
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 五分袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 一步裙
图案: 抽象图案
流行元素/工艺: 拼接 亮片
品牌: MaxMartin/玛玛绨
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色
尺码: S M L XL XS

",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
拉夏贝尔puella普埃拉2016夏新品休闲直筒动物连衣裙女20007893,puella官方旗舰店,0,杭州,4.8,4.7,4.8,18-24,134.5,283,"
材质成分: 聚酰胺纤维(锦纶)48.8% 再生纤维素纤维41.4% 聚氨酯弹性纤维(氨纶)9.8%
销售渠道类型: 商场同款(线上线下都销售)
货号: 20007893
风格: 街头
街头: 运动休闲
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
衣门襟: 套头
裙型: 灯笼裙
图案: 字母
品牌: Puella
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 藏青 大红
尺码: S M L

",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
欧昵雪2016秋装新款长袖绣花连衣裙气质淑女修身收腰A字短裙子女,欧昵雪服饰旗舰店,4,广州,4.8,4.8,4.8,25-29,228.0,282,"
廓形: A型
材质成分: 聚酯纤维85.7% 聚氨酯弹性纤维(氨纶)14.3%
销售渠道类型: 纯电商(只在线上销售)
货号: D0K45
风格: 通勤
通勤: 淑女
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 长袖
领型: 立领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 动物图案
流行元素/工艺: 绣花
品牌: 欧昵雪
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年秋季
颜色分类: 藏蓝色
尺码: S M L XL

",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
D－PLAY2016春夏新款欧美优雅橘色V领束腰连衣裙高腰花苞小礼服,dplay旗舰店,7,上海,4.8,4.8,4.8,25-29,358.0,282,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: D610550
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
袖长: 无袖
领型: V领
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 纯色
流行元素/工艺: 拉链
品牌: D－PLAY
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 粉色 橘色
尺码: S M L XL

",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
娃娃领连衣裙女短袖2016夏季新款韩版显瘦印花高腰裙子雪纺公主裙,百达依莉旗舰店,3,广州,4.8,4.8,4.8,25-29,139.0,282,"
廓形: H型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 8162-2022230
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 其他/other
袖长: 短袖
领型: 娃娃领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 公主裙
图案: 抽象图案
流行元素/工艺: 抽褶 纽扣 印花
品牌: 百达依莉
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 花色
尺码: S M L XL XXL

",0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016年新款波西米亚沙滩裙人造棉棉绸长裙夏无袖绵绸中长款连衣裙,绒锦晟旗舰店,3,嘉兴,4.8,4.8,4.8,25-29,89.0,282,"
材质成分: 粘胶纤维(粘纤)100%
销售渠道类型: 纯电商(只在线上销售)
货号: B020V
风格: 通勤
通勤: 英伦
组合形式: 单件
裙长: 长裙
款式: 背带
袖长: 无袖
领型: 圆领
腰型: 中腰
裙型: 大摆型
流行元素/工艺: 印花
品牌: 绒锦晟
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 荷塘月色
尺码: M L XL

",1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
芭米靓夏装新款2016韩国修身简约印花T恤裙 休闲百搭长裙连衣裙女,芭米靓旗舰店,0,株洲,4.7,4.7,4.7,18-24,99.0,282,"
廓形: H型
材质成分: 棉70% 其他30%
货号: KK0004
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
衣门襟: 套头
裙型: 其他
图案: 字母
流行元素/工艺: 褶皱 拼接 印花
品牌: 芭米靓
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 灰色 黑色
尺码: M L XL

",1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
金渔欧美纯色夏季修身连衣裙短袖 收腰显瘦中长款A字蓬蓬摆针织裙,金渔木渔服饰旗舰店,5,东莞,4.8,4.8,4.8,25-29,125.0,282,"
廓形: A型
材质成分: 粘胶纤维(粘纤)78.4% 聚酰胺纤维(锦纶)21.6%
货号: JY786
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 中长裙
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 拉链
裙型: A字裙
图案: 纯色
流行元素/工艺: 荷叶边 镂空 勾花镂空 拼接 螺纹 拉链
品牌: 金渔＠木渔
面料: 针织
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黄色 玫红色 黑色
尺码: S M L XL

",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
打底衫 小清新无袖裙子夏中长款蕾丝a字连衣裙中裙 背心裙 裙装,序歌旗舰店,3,杭州,4.8,4.8,4.8,25-29,99.0,281,"
廓形: A型
材质成分: 聚酰胺纤维(锦纶)80.3% 棉19.7%
货号: L2961
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中裙
款式: 吊带
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 绣花 褶皱 勾花镂空 立体装饰 纱网 蕾丝
品牌: SYMBOLGIRL/序歌
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 白色 黑色
尺码: M L XL XXL

",1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2016夏季新款 针织条纹修身显瘦a字裙露肩赫本小黑裙连衣裙 短裙,衣舒阁旗舰店,3,深圳,4.8,4.8,4.8,25-29,168.0,281,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: LYQ758
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 镂空 螺纹
品牌: 衣舒阁
面料: 针织
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色
尺码: S M L XL

",1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016夏季新款女装棉麻开衫薄外套碎花背心裙连衣裙两件套套装裙潮,吻恒旗舰店,0,杭州,4.8,4.8,4.8,30-34,128.0,281,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: WH16060502
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 花色
流行元素/工艺: 系带
品牌: 吻恒
面料: 其他
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 桔绿 蓝粉 蓝白 红花
尺码: S M L XL XXL

",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
